9951,10000,0
9901,9950,0
9851,9900,0
9801,9850,0
9751,9800,0
9701,9750,0
9651,9700,0
9601,9650,0
9551,9600,0
9501,9550,0
9451,9500,0
9401,9450,0
9351,9400,0
9301,9350,0
9251,9300,0
9201,9250,0
9151,9200,0
9101,9150,0
9051,9100,0
9001,9050,0
8951,9000,0
8901,8950,0
8851,8900,0
8801,8850,0
8751,8800,0
8701,8750,0
8651,8700,0
8601,8650,0
8551,8600,0
8501,8550,0
8451,8500,0
8401,8450,0
8351,8400,0
8301,8350,0
8251,8300,0
8201,8250,0
8151,8200,0
8101,8150,0
8051,8100,0
8001,8050,0
7951,8000,0
7901,7950,0
7851,7900,0
7801,7850,0
7751,7800,0
7701,7750,0
7651,7700,0
7601,7650,1
7551,7600,0
7501,7550,0
7451,7500,0
7401,7450,0
7351,7400,0
7301,7350,0
7251,7300,0
7201,7250,0
7151,7200,0
7101,7150,0
7051,7100,0
7001,7050,0
6951,7000,0
6901,6950,0
6851,6900,0
6801,6850,0
6751,6800,1
6701,6750,0
6651,6700,0
6601,6650,0
6551,6600,0
6501,6550,2
6451,6500,0
6401,6450,1
6351,6400,2
6301,6350,0
6251,6300,0
6201,6250,0
6151,6200,0
6101,6150,1
6051,6100,1
6001,6050,0
5951,6000,1
5901,5950,0
5851,5900,0
5801,5850,1
5751,5800,0
5701,5750,1
5651,5700,0
5601,5650,1
5551,5600,1
5501,5550,0
5451,5500,1
5401,5450,0
5351,5400,0
5301,5350,2
5251,5300,0
5201,5250,0
5151,5200,0
5101,5150,2
5051,5100,1
5001,5050,0
4951,5000,1
4901,4950,1
4851,4900,0
4801,4850,0
4751,4800,0
4701,4750,1
4651,4700,1
4601,4650,0
4551,4600,0
4501,4550,0
4451,4500,1
4401,4450,2
4351,4400,0
4301,4350,3
4251,4300,3
4201,4250,0
4151,4200,3
4101,4150,3
4051,4100,0
4001,4050,0
3951,4000,0
3901,3950,1
3851,3900,1
3801,3850,0
3751,3800,0
3701,3750,2
3651,3700,1
3601,3650,1
3551,3600,2
3501,3550,1
3451,3500,0
3401,3450,3
3351,3400,2
3301,3350,0
3301,3350,0
3251,3300,0
3201,3250,1
3151,3200,4
3101,3150,2
3051,3100,2
3001,3050,1
2951,3000,1
2901,2950,1
2851,2900,5
2801,2850,3
2751,2800,6
2701,2750,0
2651,2700,7
2601,2650,4
2551,2600,0
2501,2550,3
2451,2500,3
2401,2450,4
2351,2400,5
2301,2350,1
2251,2300,3
2201,2250,2
2151,2200,6
2101,2150,6
2051,2100,7
2001,2050,4
1951,2000,5
1901,1950,9
1851,1900,4
1801,1850,11
1751,1800,5
1701,1750,10
1651,1700,7
1601,1650,10
1551,1600,12
1501,1550,21
1451,1500,14
1401,1450,13
1351,1400,11
1301,1350,14
1251,1300,17
1201,1250,19
1151,1200,22
1101,1150,26
1051,1100,25
1001,1050,21
951,1000,32
901,950,28
851,900,35
801,850,50
751,800,53
701,750,65
651,700,60
601,650,76
551,600,92
501,550,115
451,500,131
401,450,186
351,400,252
301,350,315
251,300,435
201,250,631
151,200,1052
101,150,1984
51,100,5669
1,50,453096
1,50,453096
