stargazers_count is 37084
stargazers_count is 34668
stargazers_count is 33281
29001,30000,1
28001,29000,1
27001,28000,1
26001,27000,0
25001,26000,1
24001,25000,1
23001,24000,1
22001,23000,2
21001,22000,2
20001,21000,2
19001,20000,2
18001,19000,1
17001,18000,0
16001,17000,2
15001,16000,4
14001,15000,5
13001,14000,4
12001,13000,4
11001,12000,5
10001,11000,11
9001,10000,17
8001,9000,12
7001,8000,31
6001,7000,39
5001,6000,60
4001,5000,103
3001,4000,159
2001,3000,331
1001,2000,1000
1,1000,516777
981,990,20
971,980,15
961,970,24
951,960,26
941,950,25
931,940,22
921,930,29
911,920,16
901,910,15
891,900,26
881,890,32
871,880,26
861,870,28
851,860,25
841,850,26
831,840,36
821,830,25
811,820,38
801,810,25
791,800,32
781,790,26
771,780,31
761,770,26
751,760,38
741,750,37
731,740,27
721,730,33
711,720,34
701,710,35
691,700,31
681,690,38
671,680,39
661,670,43
651,660,50
641,650,39
631,640,42
621,630,39
611,620,41
601,610,43
591,600,45
581,590,54
571,580,62
561,570,55
551,560,49
541,550,52
531,540,61
521,530,54
511,520,58
501,510,69
491,500,72
481,490,66
471,480,55
461,470,65
451,460,82
441,450,74
431,440,75
421,430,75
411,420,99
401,410,86
391,400,96
381,390,101
371,380,89
361,370,112
351,360,118
341,350,111
331,340,122
321,330,134
311,320,123
301,310,147
291,300,162
281,290,139
271,280,187
261,270,165
251,260,212
241,250,212
231,240,212
221,230,215
211,220,213
201,210,292
191,200,303
181,190,359
171,180,341
161,170,395
151,160,391
141,150,455
131,140,546
121,130,589
111,120,655
101,110,820
91,100,931
81,90,1171
71,80,1487
61,70,1875
51,60,2428
41,50,3327
31,40,5103
21,30,8776
11,20,20979
1,10,516777
