from_group,from_arti,整体包名,to_group,to_arti,被依赖的整体包名
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,com.google.guava,guava,com.google.guava.guava
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.xmlgraphics,batik-css,org.apache.xmlgraphics.batik-css
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.logging,jboss-logging-processor,org.jboss.logging.jboss-logging-processor
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.rhq,rhq-core-plugin-api,org.rhq.rhq-core-plugin-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.activemq,activemq-rar,org.apache.activemq.activemq-rar
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.as,jboss-as-arquillian-testenricher-msc,org.jboss.as.jboss-as-arquillian-testenricher-msc
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.weld.se,weld-se-core,org.jboss.weld.se.weld-se-core
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.resteasy,resteasy-atom-provider,org.jboss.resteasy.resteasy-atom-provider
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,com.h2database,h2,com.h2database.h2
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.codehaus.janino,janino,org.codehaus.janino.janino
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.hibernate.common,hibernate-commons-annotations,org.hibernate.common.hibernate-commons-annotations
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss,staxmapper,org.jboss.staxmapper
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,commons-digester,commons-digester,commons-digester.commons-digester
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.as,jboss-as-weld,org.jboss.as.jboss-as-weld
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.codehaus.jackson,jackson-core-asl,org.codehaus.jackson.jackson-core-asl
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.spec.javax.el,jboss-el-api_2.2_spec,org.jboss.spec.javax.el.jboss-el-api_2.2_spec
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.as,jboss-as-arquillian-common,org.jboss.as.jboss-as-arquillian-common
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.timepedia.chronoscope,chronoscope,org.timepedia.chronoscope.chronoscope
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.deltaspike.core,deltaspike-core-api,org.apache.deltaspike.core.deltaspike-core-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,net.sourceforge.jtds,jtds,net.sourceforge.jtds.jtds
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.activemq,activemq-client,org.apache.activemq.activemq-client
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jfree,jcommon,org.jfree.jcommon
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.picketlink,picketlink-tomcat7-single,org.picketlink.picketlink-tomcat7-single
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.picketlink,picketlink-idm-api,org.picketlink.picketlink-idm-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.rhq,rhq-core-native-system,org.rhq.rhq-core-native-system
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.resteasy,resteasy-jdk-http,org.jboss.resteasy.resteasy-jdk-http
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.jboss.as,jboss-as-controller,org.jboss.as.jboss-as-controller
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.lucene,lucene-regex,org.apache.lucene.lucene-regex
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.chemistry.opencmis,chemistry-opencmis-server-bindings,org.apache.chemistry.opencmis.chemistry-opencmis-server-bindings
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.qpid,qpid-broker,org.apache.qpid.qpid-broker
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.xmlgraphics,batik-script,org.apache.xmlgraphics.batik-script
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,ch.qos.cal10n,cal10n-api,ch.qos.cal10n.cal10n-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.commons,commons-compress,org.apache.commons.commons-compress
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,commons-logging,commons-logging,commons-logging.commons-logging
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.quartz-scheduler,quartz,org.quartz-scheduler.quartz
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.infinispan,infinispan-client-hotrod,org.infinispan.infinispan-client-hotrod
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.maven,maven-plugin-api,org.apache.maven.maven-plugin-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.rhq,rhq-core-domain,org.rhq.rhq-core-domain
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,commons-pool,commons-pool,commons-pool.commons-pool
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.milyn,milyn-smooks-javabean,org.milyn.milyn-smooks-javabean
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.maven,maven-settings,org.apache.maven.maven-settings
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,com.googlecode.gwt-charts,gwt-charts,com.googlecode.gwt-charts.gwt-charts
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.karaf.assemblies.features,standard,org.apache.karaf.assemblies.features.standard
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.keycloak,keycloak-events-api,org.keycloak.keycloak-events-api
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.apache.cxf,cxf-rt-bindings-xml,org.apache.cxf.cxf-rt-bindings-xml
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.infinispan,infinispan-cachestore-jdbm,org.infinispan.infinispan-cachestore-jdbm
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,jivesoftware,smack,jivesoftware.smack
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.eclipse.aether,aether-transport-http,org.eclipse.aether.aether-transport-http
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.codehaus.plexus,plexus-container-default,org.codehaus.plexus.plexus-container-default
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.hsqldb,hsqldb,org.hsqldb.hsqldb
org.jboss.integration-platform,jboss-integration-platform-parent,org.jboss.integration-platform.jboss-integration-platform-parent,org.assertj,assertj-core,org.assertj.assertj-core
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,io.springfox,springfox-swagger-ui,io.springfox.springfox-swagger-ui
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,org.springframework.boot,spring-boot-starter,org.springframework.boot.spring-boot-starter
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,org.springframework.boot,spring-boot-starter-web,org.springframework.boot.spring-boot-starter-web
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,org.springframework.boot,spring-boot-configuration-processor,org.springframework.boot.spring-boot-configuration-processor
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,org.projectlombok,lombok,org.projectlombok.lombok
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,io.springfox,springfox-bean-validators,io.springfox.springfox-bean-validators
com.spring4all,swagger-spring-boot-starter,com.spring4all.swagger-spring-boot-starter,io.springfox,springfox-swagger2,io.springfox.springfox-swagger2
org.apache.maven.wagon,wagon,org.apache.maven.wagon.wagon,org.codehaus.plexus,plexus-container-default,org.codehaus.plexus.plexus-container-default
org.apache.xmlgraphics,xmlgraphics-commons,org.apache.xmlgraphics.xmlgraphics-commons,commons-io,commons-io,commons-io.commons-io
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,javax.time,time-api,javax.time.time-api
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.core,org.eclipse.core.runtime,org.eclipse.core.org.eclipse.core.runtime
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,javax.management,jmx,javax.management.jmx
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.equinox,org.eclipse.equinox.preferences,org.eclipse.equinox.org.eclipse.equinox.preferences
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.osgi,org.eclipse.osgi,org.eclipse.osgi.org.eclipse.osgi
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.core,org.eclipse.core.contenttype,org.eclipse.core.org.eclipse.core.contenttype
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.apache.geronimo.specs,geronimo-validation_1.0_spec,org.apache.geronimo.specs.geronimo-validation_1.0_spec
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.core,org.eclipse.core.jobs,org.eclipse.core.org.eclipse.core.jobs
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,mx4j,mx4j,mx4j.mx4j
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,mx4j,mx4j-tools,mx4j.mx4j-tools
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.equinox,org.eclipse.equinox.registry,org.eclipse.equinox.org.eclipse.equinox.registry
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.core,org.eclipse.core.runtime.compatibility.auth,org.eclipse.core.org.eclipse.core.runtime.compatibility.auth
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.eclipse.equinox,org.eclipse.equinox.common,org.eclipse.equinox.org.eclipse.equinox.common
com.github.fge,uri-template,com.github.fge.uri-template,com.google.code.findbugs,jsr305,com.google.code.findbugs.jsr305
com.github.fge,uri-template,com.github.fge.uri-template,com.github.fge,jackson-coreutils,com.github.fge.jackson-coreutils
com.github.fge,uri-template,com.github.fge.uri-template,org.mockito,mockito-core,org.mockito.mockito-core
com.github.fge,uri-template,com.github.fge.uri-template,com.github.fge,msg-simple,com.github.fge.msg-simple
com.github.fge,uri-template,com.github.fge.uri-template,com.google.guava,guava,com.google.guava.guava
com.github.fge,uri-template,com.github.fge.uri-template,org.testng,testng,org.testng.testng
com.baomidou,mybatis-plus,com.baomidou.mybatis-plus,org.apache.logging.log4j,log4j-slf4j-impl,org.apache.logging.log4j.log4j-slf4j-impl
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,com.google.code.findbugs,jsr305,com.google.code.findbugs.jsr305
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.rsocket,rsocket-core,io.rsocket.rsocket-core
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.openjdk.jmh,jmh-generator-annprocess,org.openjdk.jmh.jmh-generator-annprocess
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.micrometer,micrometer-core,io.micrometer.micrometer-core
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.junit.jupiter,junit-jupiter-engine,org.junit.jupiter.junit-jupiter-engine
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.junit.vintage,junit-vintage-engine,org.junit.vintage.junit-vintage-engine
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.mockito,mockito-junit-jupiter,org.mockito.mockito-junit-jupiter
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.netty,netty-buffer,io.netty.netty-buffer
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.projectreactor,reactor-bom,io.projectreactor.reactor-bom
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.projectreactor.netty,reactor-netty,io.projectreactor.netty.reactor-netty
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.junit.jupiter,junit-jupiter-params,org.junit.jupiter.junit-jupiter-params
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.junit.jupiter,junit-jupiter-api,org.junit.jupiter.junit-jupiter-api
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.slf4j,slf4j-api,org.slf4j.slf4j-api
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,junit,junit,junit.junit
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.hdrhistogram,HdrHistogram,org.hdrhistogram.HdrHistogram
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.openjdk.jmh,jmh-core,org.openjdk.jmh.jmh-core
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,io.netty,netty-tcnative-boringssl-static,io.netty.netty-tcnative-boringssl-static
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.assertj,assertj-core,org.assertj.assertj-core
io.rsocket,rsocket-transport-netty,io.rsocket.rsocket-transport-netty,org.mockito,mockito-core,org.mockito.mockito-core
org.seleniumhq.selenium,selenium-support,org.seleniumhq.selenium.selenium-support,org.apache.httpcomponents,httpmime,org.apache.httpcomponents.httpmime
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,com.google.code.findbugs,bcel-findbugs,com.google.code.findbugs.bcel-findbugs
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.ow2.asm,asm-debug-all,org.ow2.asm.asm-debug-all
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.httpcomponents,httpcore-nio,org.apache.httpcomponents.httpcore-nio
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch.plugin,reindex-client,org.elasticsearch.plugin.reindex-client
io.searchbox,jest-parent,io.searchbox.jest-parent,com.github.spullara.mustache.java,compiler,com.github.spullara.mustache.java.compiler
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch.plugin,percolator-client,org.elasticsearch.plugin.percolator-client
io.searchbox,jest-parent,io.searchbox.jest-parent,org.codelibs.elasticsearch.module,lang-painless,org.codelibs.elasticsearch.module.lang-painless
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch.plugin,lang-mustache-client,org.elasticsearch.plugin.lang-mustache-client
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.lucene,lucene-test-framework,org.apache.lucene.lucene-test-framework
io.searchbox,jest-parent,io.searchbox.jest-parent,net.java.dev.jna,jna,net.java.dev.jna.jna
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.httpcomponents,httpasyncclient,org.apache.httpcomponents.httpasyncclient
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch.plugin,transport-netty4-client,org.elasticsearch.plugin.transport-netty4-client
io.searchbox,jest-parent,io.searchbox.jest-parent,com.carrotsearch.randomizedtesting,randomizedtesting-runner,com.carrotsearch.randomizedtesting.randomizedtesting-runner
io.searchbox,jest-parent,io.searchbox.jest-parent,commons-io,commons-io,commons-io.commons-io
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.lucene,lucene-codecs,org.apache.lucene.lucene-codecs
io.searchbox,jest-parent,io.searchbox.jest-parent,org.mockito,mockito-core,org.mockito.mockito-core
io.searchbox,jest-parent,io.searchbox.jest-parent,com.google.guava,guava,com.google.guava.guava
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.httpcomponents,httpclient,org.apache.httpcomponents.httpclient
io.searchbox,jest-parent,io.searchbox.jest-parent,org.littleshoot,littleproxy,org.littleshoot.littleproxy
io.searchbox,jest-parent,io.searchbox.jest-parent,org.skyscreamer,jsonassert,org.skyscreamer.jsonassert
io.searchbox,jest-parent,io.searchbox.jest-parent,com.google.code.gson,gson,com.google.code.gson.gson
io.searchbox,jest-parent,io.searchbox.jest-parent,io.searchbox,jest-common,io.searchbox.jest-common
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch.test,framework,org.elasticsearch.test.framework
io.searchbox,jest-parent,io.searchbox.jest-parent,org.slf4j,slf4j-api,org.slf4j.slf4j-api
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.logging.log4j,log4j-core,org.apache.logging.log4j.log4j-core
io.searchbox,jest-parent,io.searchbox.jest-parent,junit,junit,junit.junit
io.searchbox,jest-parent,io.searchbox.jest-parent,org.apache.logging.log4j,log4j-api,org.apache.logging.log4j.log4j-api
io.searchbox,jest-parent,io.searchbox.jest-parent,org.elasticsearch,elasticsearch,org.elasticsearch.elasticsearch
io.searchbox,jest-parent,io.searchbox.jest-parent,org.hamcrest,hamcrest-all,org.hamcrest.hamcrest-all
io.searchbox,jest-parent,io.searchbox.jest-parent,org.slf4j,slf4j-log4j12,org.slf4j.slf4j-log4j12
com.netflix.governator,governator-api,com.netflix.governator.governator-api,javax.inject,javax.inject,javax.inject.javax.inject
org.glassfish,json,org.glassfish.json,,,
org.apache.maven.wagon,wagon-providers,org.apache.maven.wagon.wagon-providers,nekohtml,xercesMinimal,nekohtml.xercesMinimal
org.apache.maven.wagon,wagon-providers,org.apache.maven.wagon.wagon-providers,nekohtml,nekohtml,nekohtml.nekohtml
com.typesafe.akka,akka-slf4j_2.10,com.typesafe.akka.akka-slf4j_2.10,com.typesafe.akka,akka-actor_2.10,com.typesafe.akka.akka-actor_2.10
com.typesafe.akka,akka-slf4j_2.10,com.typesafe.akka.akka-slf4j_2.10,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
com.typesafe.akka,akka-slf4j_2.10,com.typesafe.akka.akka-slf4j_2.10,org.slf4j,slf4j-api,org.slf4j.slf4j-api
com.typesafe.akka,akka-slf4j_2.10,com.typesafe.akka.akka-slf4j_2.10,org.scala-lang,scala-library,org.scala-lang.scala-library
com.typesafe.akka,akka-slf4j_2.10,com.typesafe.akka.akka-slf4j_2.10,com.typesafe.akka,akka-testkit_2.10,com.typesafe.akka.akka-testkit_2.10
com.netflix.hystrix,hystrix-metrics-event-stream,com.netflix.hystrix.hystrix-metrics-event-stream,com.netflix.hystrix,hystrix-serialization,com.netflix.hystrix.hystrix-serialization
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.springframework.batch,spring-batch-core,org.springframework.batch.spring-batch-core
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.hamcrest,hamcrest-core,org.hamcrest.hamcrest-core
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.springframework.integration,spring-integration-core,org.springframework.integration.spring-integration-core
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.springframework,spring-jdbc,org.springframework.spring-jdbc
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,junit,junit,junit.junit
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
org.springframework,spring-tuple-parent,org.springframework.spring-tuple-parent,org.springframework,spring-tuple,org.springframework.spring-tuple
com.vladsch.flexmark,flexmark-java,com.vladsch.flexmark.flexmark-java,org.pegdown,pegdown,org.pegdown.pegdown
org.apache.maven.plugin-tools,maven-plugin-tools,org.apache.maven.plugin-tools.maven-plugin-tools,net.sf.jtidy,jtidy,net.sf.jtidy.jtidy
com.pyx4j,pyx4j-maven-plugins,com.pyx4j.pyx4j-maven-plugins,log4j,log4j,log4j.log4j
org.springframework.cloud,spring-cloud-config-client,org.springframework.cloud.spring-cloud-config-client,org.springframework.boot,spring-boot-autoconfigure-processor,org.springframework.boot.spring-boot-autoconfigure-processor
org.apache,apache,org.apache.apache,pentaho,mondrian-data-foodmart-queries,pentaho.mondrian-data-foodmart-queries
org.apache,apache,org.apache.apache,net.sf.opencsv,opencsv,net.sf.opencsv.opencsv
org.apache,apache,org.apache.apache,org.incava,java-diff,org.incava.java-diff
org.apache,apache,org.apache.apache,org.apache.calcite,calcite-avatica-server,org.apache.calcite.calcite-avatica-server
org.apache,apache,org.apache.apache,org.openjdk.jmh,jmh-generator-annprocess,org.openjdk.jmh.jmh-generator-annprocess
org.apache,apache,org.apache.apache,sqlline,sqlline,sqlline.sqlline
org.apache,apache,org.apache.apache,org.freemarker,freemarker,org.freemarker.freemarker
org.apache,apache,org.apache.apache,org.pentaho,pentaho-aggdesigner-algorithm,org.pentaho.pentaho-aggdesigner-algorithm
org.apache,apache,org.apache.apache,org.apache.spark,spark-core_2.10,org.apache.spark.spark-core_2.10
org.apache,apache,org.apache.apache,org.openjdk.jmh,jmh-core,org.openjdk.jmh.jmh-core
org.apache,apache,org.apache.apache,net.hydromatic,tpcds,net.hydromatic.tpcds
org.apache,apache,org.apache.apache,io.airlift.tpch,tpch,io.airlift.tpch.tpch
org.apache,apache,org.apache.apache,eigenbase,eigenbase-properties,eigenbase.eigenbase-properties
org.apache,apache,org.apache.apache,org.mongodb,mongo-java-driver,org.mongodb.mongo-java-driver
org.apache,apache,org.apache.apache,pentaho,mondrian-data-foodmart-hsqldb,pentaho.mondrian-data-foodmart-hsqldb
org.apache,apache,org.apache.apache,net.hydromatic,quidem,net.hydromatic.quidem
org.codehaus.sonar-plugins,parent,org.codehaus.sonar-plugins.parent,org.apache.maven,maven-core,org.apache.maven.maven-core
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.mockito,mockito-all,org.mockito.mockito-all
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.apache.maven.surefire,surefire-shadefire,org.apache.maven.surefire.surefire-shadefire
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.codehaus.plexus,plexus-utils,org.codehaus.plexus.plexus-utils
org.springframework.cloud,spring-cloud-netflix,org.springframework.cloud.spring-cloud-netflix,org.apache.httpcomponents,httpclient,org.apache.httpcomponents.httpclient
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.resolver,maven-resolver-test-util,org.apache.maven.resolver.maven-resolver-test-util
org.apache.activemq,activeio-parent,org.apache.activemq.activeio-parent,org.apache.geronimo.specs,geronimo-j2ee-management_1.1_spec,org.apache.geronimo.specs.geronimo-j2ee-management_1.1_spec
org.apache.activemq,activeio-parent,org.apache.activemq.activeio-parent,commons-logging,commons-logging,commons-logging.commons-logging
org.apache.activemq,activeio-parent,org.apache.activemq.activeio-parent,howl,howl-logger,howl.howl-logger
javax.xml.bind,jaxb-api,javax.xml.bind.jaxb-api,javax.xml.bind,jsr173_api,javax.xml.bind.jsr173_api
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,commons-dbcp,commons-dbcp,commons-dbcp.commons-dbcp
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,oracle,ojdbc14_g,oracle.ojdbc14_g
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,com.jolbox,bonecp,com.jolbox.bonecp
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,proxool,proxool,proxool.proxool
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,c3p0,c3p0,c3p0.c3p0
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,oracle,xmlparser,oracle.xmlparser
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,org.apache.tomcat,tomcat-jdbc,org.apache.tomcat.tomcat-jdbc
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,oracle,xdb,oracle.xdb
org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka,org.springframework.cloud,spring-cloud-stream-schema,org.springframework.cloud.spring-cloud-stream-schema
org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka,io.confluent,kafka-schema-registry,io.confluent.kafka-schema-registry
org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka,io.confluent,kafka-avro-serializer,io.confluent.kafka-avro-serializer
org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka,org.springframework.boot,spring-boot-test,org.springframework.boot.spring-boot-test
org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka,org.springframework.cloud,spring-cloud-stream-binder-kafka-core,org.springframework.cloud.spring-cloud-stream-binder-kafka-core
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,com.google.code.findbugs,jsr305,com.google.code.findbugs.jsr305
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,com.squareup.okhttp3,mockwebserver,com.squareup.okhttp3.mockwebserver
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,com.squareup.moshi,moshi,com.squareup.moshi.moshi
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,junit,junit,junit.junit
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,com.squareup.retrofit2,retrofit,${project.groupId}.retrofit
com.squareup.retrofit2,retrofit-converters,com.squareup.retrofit2.retrofit-converters,org.assertj,assertj-core,org.assertj.assertj-core
